complaint_id,issue_id,submission_date,unit_type,space_type,urgency,major_category,minor_category,issue_code
6967220,14546625,3/20/2017,APARTMENT,KITCHEN,IMMEDIATE EMERGENCY,PAINT/PLASTER,CEILING,COLLAPSING OR FALLING
6967227,14546641,10/6/2018,APARTMENT,LIVING ROOM,IMMEDIATE EMERGENCY,PAINT/PLASTER,CEILING,COLLAPSING OR FALLING
6967227,14546642,6/2/2017,APARTMENT,LIVING ROOM,EMERGENCY,PAINT/PLASTER,CEILING,HOLE OR CRACKED
6967227,14546643,3/22/2017,APARTMENT,LIVING ROOM,EMERGENCY,ELECTRIC,LIGHTING,FIXTURE WET OR FLOODED
6967227,14546644,9/20/2018,APARTMENT,LIVING ROOM,EMERGENCY,WATER LEAK,HEAVY FLOW,AT WALL OR CEILING
6967230,14546654,5/20/2017,APARTMENT,ENTIRE APARTMENT,NON EMERGENCY,FLOORING/STAIRS,FLOOR,FLOOR COVERING TORN OR MISSING
6967230,14546655,3/3/2017,APARTMENT,ENTIRE APARTMENT,NON EMERGENCY,PAINT/PLASTER,WALL,DIRTY OR UNSANITARY
6967232,14546658,6/30/2018,APARTMENT,OTHER ROOM/AREA,EMERGENCY,ELECTRIC,LIGHTING,FIXTURE WET OR FLOODED
6967232,14546659,11/4/2018,APARTMENT,KITCHEN,NON EMERGENCY,WATER LEAK,SLOW LEAK,AT WALL OR CEILING
6967232,14546660,6/6/2017,APARTMENT,BEDROOM,NON EMERGENCY,WATER LEAK,SLOW LEAK,AT WALL OR CEILING
6967260,14546728,1/25/2018,APARTMENT,ENTIRE APARTMENT,EMERGENCY,UNSANITARY CONDITION,PESTS,BED BUGS
6967260,14546729,6/24/2018,APARTMENT,ENTIRE APARTMENT,NON EMERGENCY,UNSANITARY CONDITION,PESTS,ROACHES
6967260,14546730,4/23/2017,APARTMENT,ENTIRE APARTMENT,NON EMERGENCY,UNSANITARY CONDITION,PESTS,MICE
6967266,14546746,4/8/2017,APARTMENT,ENTIRE APARTMENT,IMMEDIATE EMERGENCY,PAINT/PLASTER,WALL,COLLAPSING OR FALLING
6967266,14546747,3/24/2018,APARTMENT,ENTIRE APARTMENT,NON EMERGENCY,FLOORING/STAIRS,FLOOR,HOLE IN NON-WALKING AREA
6967266,14546748,10/7/2017,APARTMENT,ENTIRE APARTMENT,NON EMERGENCY,PAINT/PLASTER,WALL,BULGING/HOLE/CRACKED
6967266,14546749,12/29/2018,APARTMENT,KITCHEN,NON EMERGENCY,FLOORING/STAIRS,FLOOR,BROKEN OR DEFECTIVE
6967266,14546750,4/26/2018,APARTMENT,KITCHEN,EMERGENCY,DOOR/WINDOW,WINDOW PANE,GLASS BROKEN OR MISSING
6967266,14546751,12/10/2018,APARTMENT,ENTIRE APARTMENT,EMERGENCY,UNSANITARY CONDITION,MOLD,N/A
6967274,14546780,1/24/2018,APARTMENT,BATHROOM,EMERGENCY,PLUMBING,BATHTUB/SHOWER,BROKEN OR MISSING
6967274,14546781,4/12/2018,APARTMENT,KITCHEN,EMERGENCY,APPLIANCE,ELECTRIC/GAS RANGE,OVEN DOOR MISSING OR BROKEN
6967298,14546862,2/7/2018,PUBLIC AREA,BUILDING ENTRANCE,NON EMERGENCY,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,ACCUMULATION
6967304,14546884,3/14/2017,APARTMENT,BATHROOM,EMERGENCY,UNSANITARY CONDITION,MOLD,N/A
6967304,14546885,7/8/2017,APARTMENT,KITCHEN,NON EMERGENCY,APPLIANCE,ELECTRIC/GAS RANGE,PILOT LIGHT OUT
6967304,14546886,12/18/2017,APARTMENT,KITCHEN,NON EMERGENCY,GENERAL,CABINET,DAMAGED OR MISSING
6967304,14546887,8/22/2018,APARTMENT,KITCHEN,NON EMERGENCY,APPLIANCE,REFRIGERATOR,BROKEN DOOR SEAL
6967308,14546903,6/20/2018,APARTMENT,ENTIRE APARTMENT,EMERGENCY,UNSANITARY CONDITION,MOLD,N/A
6967337,14546988,12/30/2017,APARTMENT,ENTIRE APARTMENT,EMERGENCY,SAFETY,WINDOW GUARD BROKEN/MISSING,CHILD UNDER 11
6967346,14547004,3/22/2018,BUILDING,BUILDING-WIDE,EMERGENCY,HEAT/HOT WATER,ENTIRE BUILDING,NO HOT WATER
6967346,14547005,4/17/2018,BUILDING,BUILDING-WIDE,NON EMERGENCY,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,MISSING OR INADEQUATE CANS/LID
6967346,14547006,3/16/2017,BUILDING,BUILDING-WIDE,NON EMERGENCY,GENERAL,JANITOR/SUPER,NO JANITOR AVAILABLE
6967359,14547060,4/3/2018,APARTMENT,KITCHEN,EMERGENCY,FLOORING/STAIRS,FLOOR,HOLE IN WALKING AREA
6967359,14547061,11/4/2017,APARTMENT,BATHROOM,NON EMERGENCY,FLOORING/STAIRS,FLOOR,FLOOR COVERING TORN OR MISSING
6967359,14547062,1/2/2018,APARTMENT,KITCHEN,NON EMERGENCY,FLOORING/STAIRS,FLOOR,FLOOR COVERING TORN OR MISSING
6967359,14547063,10/9/2018,APARTMENT,BEDROOM,NON EMERGENCY,PAINT/PLASTER,WALL,CHIPPED/PEELING/FLAKING
6967359,14547064,10/29/2017,APARTMENT,BEDROOM,NON EMERGENCY,PAINT/PLASTER,CEILING,CHIPPED/PEELING/FLAKING
6967359,14547065,2/25/2017,APARTMENT,BEDROOM,NON EMERGENCY,WATER LEAK,DAMP SPOT,FROM WALL OR CEILING
6967359,14547066,6/5/2017,APARTMENT,KITCHEN,NON EMERGENCY,PAINT/PLASTER,CEILING,CHIPPED/PEELING/FLAKING
6967359,14547067,3/25/2018,APARTMENT,BEDROOM,NON EMERGENCY,PAINT/PLASTER,WINDOW/FRAME,PEELING OR FLAKING PAINT
6967359,14547068,7/24/2018,APARTMENT,BATHROOM,NON EMERGENCY,PAINT/PLASTER,RADIATOR,PEELING OR FLAKING PAINT
6967382,14547146,11/5/2017,APARTMENT,BATHROOM,EMERGENCY,PLUMBING,TOILET,BOWL STOPPED UP
6967382,14547147,7/19/2018,APARTMENT,BATHROOM,EMERGENCY,PLUMBING,BASIN/SINK,DRAIN PIPE BLOCKED OR BROKEN
6967388,14547163,4/24/2018,APARTMENT,BEDROOM,EMERGENCY,DOOR/WINDOW,WINDOW PANE,GLASS BROKEN OR MISSING
6967388,14547164,7/22/2018,APARTMENT,ENTIRE APARTMENT,NON EMERGENCY,FLOORING/STAIRS,FLOOR,BROKEN OR DEFECTIVE
6967388,14547165,3/9/2017,APARTMENT,OTHER ROOM/AREA,EMERGENCY,DOOR/WINDOW,WINDOW PANE,GLASS BROKEN OR MISSING
6967388,14547166,2/10/2018,APARTMENT,ENTIRE APARTMENT,NON EMERGENCY,DOOR/WINDOW,WINDOW FRAME,WINDOW STUCK CLOSED OR OPEN
6967388,14547167,3/20/2017,APARTMENT,KITCHEN,EMERGENCY,DOOR/WINDOW,WINDOW PANE,GLASS BROKEN OR MISSING
6967394,14547174,3/25/2017,APARTMENT,KITCHEN,NON EMERGENCY,APPLIANCE,REFRIGERATOR,BROKEN DOOR SEAL
6967398,14547184,8/30/2018,APARTMENT,BATHROOM,EMERGENCY,UNSANITARY CONDITION,MOLD,N/A
6967398,14547185,2/11/2017,APARTMENT,BATHROOM,NON EMERGENCY,PLUMBING,BATHTUB/SHOWER,CHIPPED OR RUSTED
6967398,14547186,8/26/2018,APARTMENT,BATHROOM,NON EMERGENCY,PAINT/PLASTER,WALL,TILE BROKEN OR MISSING
6967398,14547187,11/20/2018,APARTMENT,BATHROOM,NON EMERGENCY,WATER LEAK,SLOW LEAK,AT WALL OR CEILING
6967398,14547188,1/28/2017,APARTMENT,BATHROOM,EMERGENCY,FLOORING/STAIRS,FLOOR,SAGGING OR SLOPING
6967398,14547189,1/13/2017,APARTMENT,OTHER ROOM/AREA,EMERGENCY,UNSANITARY CONDITION,MOLD,N/A
6967398,14547190,9/25/2017,APARTMENT,LIVING ROOM,EMERGENCY,UNSANITARY CONDITION,MOLD,N/A
6967424,14547317,1/10/2018,APARTMENT,BEDROOM,EMERGENCY,DOOR/WINDOW,WINDOW PANE,GLASS BROKEN OR MISSING
6967424,14547319,7/21/2017,APARTMENT,KITCHEN,EMERGENCY,DOOR/WINDOW,WINDOW PANE,GLASS BROKEN OR MISSING
6967424,14547321,3/4/2018,APARTMENT,LIVING ROOM,EMERGENCY,DOOR/WINDOW,WINDOW PANE,GLASS BROKEN OR MISSING
6967429,14547333,3/18/2017,APARTMENT,BATHROOM,EMERGENCY,PLUMBING,BATHTUB/SHOWER,LEAKING INTO OTHER APARTMENT
6967429,14547334,1/24/2017,APARTMENT,ENTIRE APARTMENT,NON EMERGENCY,PAINT/PLASTER,WALL,BULGING/HOLE/CRACKED
6967429,14547335,8/17/2017,APARTMENT,BATHROOM,NON EMERGENCY,FLOORING/STAIRS,FLOOR,BROKEN OR DEFECTIVE
6967429,14547336,12/23/2017,APARTMENT,KITCHEN,EMERGENCY,PAINT/PLASTER,CEILING,HOLE OR CRACKED
6967429,14547337,5/3/2018,APARTMENT,BATHROOM,EMERGENCY,UNSANITARY CONDITION,MOLD,N/A
6967429,14547338,2/25/2017,APARTMENT,BATHROOM,EMERGENCY,PLUMBING,BATHTUB/SHOWER,BROKEN OR MISSING
6967436,14547362,6/8/2017,APARTMENT,BEDROOM,EMERGENCY,WATER LEAK,HEAVY FLOW,AT WALL OR CEILING
6967436,14547363,11/11/2018,APARTMENT,KITCHEN,NON EMERGENCY,PAINT/PLASTER,WALL,BULGING/HOLE/CRACKED
6967436,14547364,6/24/2018,APARTMENT,LIVING ROOM,NON EMERGENCY,DOOR/WINDOW,WINDOW FRAME,WINDOW STUCK CLOSED OR OPEN
6967437,14547365,9/13/2017,APARTMENT,LIVING ROOM,EMERGENCY,PAINT/PLASTER,CEILING,HOLE OR CRACKED
6967437,14547366,12/6/2018,APARTMENT,LIVING ROOM,NON EMERGENCY,WATER LEAK,SLOW LEAK,AT WALL OR CEILING
6967437,14547367,12/7/2017,APARTMENT,BATHROOM,NON EMERGENCY,PLUMBING,BATHTUB/SHOWER,FAUCET BROKEN/MISSING/LEAKING
6967437,14547368,8/30/2018,APARTMENT,BATHROOM,NON EMERGENCY,PAINT/PLASTER,WALL,TILE BROKEN OR MISSING
6967437,14547369,5/9/2017,APARTMENT,ENTIRE APARTMENT,NON EMERGENCY,UNSANITARY CONDITION,PESTS,OTHER
6967437,14547370,4/18/2017,APARTMENT,ENTIRE APARTMENT,NON EMERGENCY,UNSANITARY CONDITION,PESTS,ROACHES
6967437,14547371,2/23/2018,APARTMENT,ENTIRE APARTMENT,EMERGENCY,GENERAL,COOKING GAS,SHUT-OFF
6967438,14547372,5/12/2018,APARTMENT,ENTIRE APARTMENT,EMERGENCY,SAFETY,CARBON MONOXIDE DETECTOR,BROKEN OR MISSING
6967438,14547373,11/21/2018,APARTMENT,ENTIRE APARTMENT,EMERGENCY,SAFETY,SMOKE DETECTOR,BROKEN OR MISSING
6967440,14547379,9/6/2017,APARTMENT,ENTIRE APARTMENT,EMERGENCY,SAFETY,CARBON MONOXIDE DETECTOR,BROKEN OR MISSING
6967440,14547380,2/7/2018,APARTMENT,ENTIRE APARTMENT,EMERGENCY,SAFETY,SMOKE DETECTOR,BROKEN OR MISSING
6967446,14547420,7/9/2018,APARTMENT,BATHROOM,EMERGENCY,DOOR/WINDOW,DOOR,BROKEN OR MISSING
6967446,14547421,9/8/2017,APARTMENT,LIVING ROOM,NON EMERGENCY,DOOR/WINDOW,WINDOW FRAME,WINDOW STUCK CLOSED OR OPEN
6967446,14547422,5/26/2018,APARTMENT,LIVING ROOM,NON EMERGENCY,PAINT/PLASTER,CEILING,CHIPPED/PEELING/FLAKING
6967446,14547423,5/26/2018,APARTMENT,ENTRANCE/FOYER,NON EMERGENCY,FLOORING/STAIRS,FLOOR,BROKEN OR DEFECTIVE
6967446,14547424,9/27/2017,APARTMENT,PRIVATE HALL,NON EMERGENCY,FLOORING/STAIRS,FLOOR,FLOOR COVERING TORN OR MISSING
6967446,14547425,5/19/2017,APARTMENT,BATHROOM,NON EMERGENCY,FLOORING/STAIRS,FLOOR,TILE BROKEN OR MISSING
6967446,14547426,6/25/2017,APARTMENT,ENTRANCE/FOYER,EMERGENCY,DOOR/WINDOW,DOOR,BROKEN OR MISSING
6967446,14547427,5/23/2018,APARTMENT,PRIVATE HALL,EMERGENCY,FLOORING/STAIRS,FLOOR,SAGGING OR SLOPING
6967454,14547447,11/1/2017,APARTMENT,BATHROOM,EMERGENCY,PLUMBING,BASIN/SINK,PIPE LEAKING
6967454,14547448,12/3/2018,APARTMENT,ENTIRE APARTMENT,NON EMERGENCY,UNSANITARY CONDITION,PESTS,OTHER
6967454,14547449,10/25/2018,APARTMENT,ENTIRE APARTMENT,NON EMERGENCY,UNSANITARY CONDITION,PESTS,FLIES
6967454,14547450,4/3/2018,APARTMENT,KITCHEN,EMERGENCY,PAINT/PLASTER,CEILING,HOLE OR CRACKED
6967454,14547451,5/8/2018,APARTMENT,ENTIRE APARTMENT,NON EMERGENCY,UNSANITARY CONDITION,PESTS,MICE
6967461,14547462,9/28/2017,APARTMENT,LIVING ROOM,EMERGENCY,DOOR/WINDOW,DOOR,BROKEN OR MISSING
6967463,14547486,4/22/2017,APARTMENT,ENTIRE APARTMENT,IMMEDIATE EMERGENCY,PAINT/PLASTER,WALL,COLLAPSING OR FALLING
6967463,14547487,10/3/2017,APARTMENT,BATHROOM,NON EMERGENCY,GENERAL,VENTILATION SYSTEM,BROKEN OR MISSING
6967463,14547488,12/13/2018,APARTMENT,ENTIRE APARTMENT,NON EMERGENCY,FLOORING/STAIRS,FLOOR,BROKEN OR DEFECTIVE
6967463,14547489,4/21/2018,APARTMENT,ENTIRE APARTMENT,NON EMERGENCY,PAINT/PLASTER,WALL,BULGING/HOLE/CRACKED
6967463,14547490,12/28/2017,APARTMENT,ENTIRE APARTMENT,NON EMERGENCY,WATER LEAK,DAMP SPOT,FROM WALL OR CEILING
6967463,14547491,12/15/2018,APARTMENT,ENTIRE APARTMENT,NON EMERGENCY,PAINT/PLASTER,WALL,DIRTY OR UNSANITARY
6967463,14547492,9/23/2018,APARTMENT,BATHROOM,EMERGENCY,DOOR/WINDOW,DOOR,BROKEN OR MISSING
6967463,14547493,4/1/2018,APARTMENT,BEDROOM,EMERGENCY,DOOR/WINDOW,DOOR,BROKEN OR MISSING
6967463,14547494,12/16/2018,APARTMENT,ENTRANCE/FOYER,EMERGENCY,DOOR/WINDOW,DOOR,LOCK BROKEN OR MISSING
6967471,14547511,4/9/2017,APARTMENT,BATHROOM,EMERGENCY,UNSANITARY CONDITION,MOLD,N/A
6967471,14547512,12/25/2018,APARTMENT,LIVING ROOM,EMERGENCY,FLOORING/STAIRS,FLOOR,SAGGING OR SLOPING
6967471,14547513,5/15/2017,APARTMENT,KITCHEN,EMERGENCY,UNSANITARY CONDITION,MOLD,N/A
6967497,14547596,4/8/2018,APARTMENT,BATHROOM,EMERGENCY,PLUMBING,BASIN/SINK,BASIN BROKEN/LEAKING
6967497,14547597,11/13/2017,APARTMENT,ENTIRE APARTMENT,NON EMERGENCY,PAINT/PLASTER,WALL,CHIPPED/PEELING/FLAKING
6967497,14547598,7/14/2017,APARTMENT,ENTIRE APARTMENT,NON EMERGENCY,FLOORING/STAIRS,FLOOR,FLOOR COVERING TORN OR MISSING
6967497,14547599,4/5/2018,APARTMENT,KITCHEN,NON EMERGENCY,APPLIANCE,REFRIGERATOR,BROKEN DOOR SEAL
6967497,14547600,7/1/2018,APARTMENT,BATHROOM,NON EMERGENCY,PLUMBING,BATHTUB/SHOWER,CHIPPED OR RUSTED
6967497,14547601,5/9/2017,APARTMENT,KITCHEN,EMERGENCY,PLUMBING,BASIN/SINK,DRAIN PIPE BLOCKED OR BROKEN
6967498,14547602,4/3/2018,APARTMENT,ENTIRE APARTMENT,IMMEDIATE EMERGENCY,ELECTRIC,POWER OUTAGE,ENTIRE APARTMENT
6967498,14547603,5/15/2017,APARTMENT,OTHER ROOM/AREA,NON EMERGENCY,PAINT/PLASTER,CEILING,CHIPPED/PEELING/FLAKING
6967498,14547604,3/4/2018,APARTMENT,BEDROOM,EMERGENCY,WATER LEAK,HEAVY FLOW,AT WALL OR CEILING
6967498,14547605,10/8/2017,APARTMENT,PRIVATE HALL,NON EMERGENCY,WATER LEAK,SLOW LEAK,AT WALL OR CEILING
6967498,14547606,5/31/2017,APARTMENT,ENTIRE APARTMENT,EMERGENCY,UNSANITARY CONDITION,MOLD,N/A
6967500,14547608,11/9/2017,APARTMENT,ENTRANCE/FOYER,NON EMERGENCY,GENERAL,BELL/BUZZER/INTERCOM,BROKEN OR MISSING
6967500,14547609,3/23/2017,APARTMENT,PRIVATE HALL,NON EMERGENCY,ELECTRIC,OUTLET/SWITCH,OUTLET SEALED OR DEFECTIVE
6967503,14547618,3/11/2017,APARTMENT,BATHROOM,NON EMERGENCY,PLUMBING,WATER SUPPLY,LOW WATER PRESSURE
6967503,14547619,8/6/2017,APARTMENT,ENTIRE APARTMENT,NON EMERGENCY,ELECTRIC,LIGHTING,DIMS OR FLICKERS
6967509,14547631,6/24/2017,APARTMENT,BATHROOM,EMERGENCY,PAINT/PLASTER,CEILING,HOLE OR CRACKED
6967509,14547632,10/26/2018,APARTMENT,BATHROOM,NON EMERGENCY,ELECTRIC,LIGHTING,FIXTURE MISSING/HANGING/LOOSE
6967512,14547637,1/23/2018,APARTMENT,ENTIRE APARTMENT,EMERGENCY,UNSANITARY CONDITION,PESTS,BED BUGS
6967512,14547638,11/9/2018,APARTMENT,ENTIRE APARTMENT,NON EMERGENCY,UNSANITARY CONDITION,PESTS,ROACHES
6967525,14547665,12/23/2017,APARTMENT,BATHROOM,IMMEDIATE EMERGENCY,PAINT/PLASTER,CEILING,COLLAPSING OR FALLING
6967525,14547666,6/20/2017,APARTMENT,KITCHEN,NON EMERGENCY,ELECTRIC,OUTLET/SWITCH,OUTLET SEALED OR DEFECTIVE
6967525,14547667,11/27/2018,APARTMENT,PRIVATE HALL,NON EMERGENCY,ELECTRIC,OUTLET/SWITCH,OUTLET SEALED OR DEFECTIVE
6967525,14547668,9/6/2018,APARTMENT,KITCHEN,NON EMERGENCY,PLUMBING,WATER SUPPLY,NO HOT WATER
6967525,14547669,8/27/2018,APARTMENT,KITCHEN,NON EMERGENCY,APPLIANCE,REFRIGERATOR,BROKEN DOOR SEAL
6967525,14547670,11/18/2018,APARTMENT,BATHROOM,EMERGENCY,PLUMBING,TOILET,TANK CRACKED OR LEAKING
6967525,14547671,8/5/2017,APARTMENT,KITCHEN,EMERGENCY,APPLIANCE,ELECTRIC/GAS RANGE,OVEN DOOR MISSING OR BROKEN
6967533,14547688,9/17/2017,APARTMENT,ENTIRE APARTMENT,EMERGENCY,PAINT/PLASTER,CEILING,HOLE OR CRACKED
6967533,14547689,9/22/2017,APARTMENT,ENTIRE APARTMENT,NON EMERGENCY,WATER LEAK,SLOW LEAK,AT WALL OR CEILING
6967533,14547690,4/6/2018,APARTMENT,ENTIRE APARTMENT,NON EMERGENCY,PAINT/PLASTER,CEILING,CHIPPED/PEELING/FLAKING
6967545,14547717,12/25/2018,APARTMENT,LIVING ROOM,EMERGENCY,WATER LEAK,HEAVY FLOW,AT WALL OR CEILING
6967545,14547718,5/21/2018,APARTMENT,LIVING ROOM,EMERGENCY,UNSANITARY CONDITION,MOLD,N/A
6967547,14547719,12/31/2017,APARTMENT,BATHROOM,EMERGENCY,UNSANITARY CONDITION,MOLD,N/A
6967547,14547720,7/7/2017,APARTMENT,BATHROOM,NON EMERGENCY,WATER LEAK,SLOW LEAK,AT WALL OR CEILING
6967548,14547722,9/10/2017,APARTMENT,ENTRANCE/FOYER,EMERGENCY,DOOR/WINDOW,DOOR,BROKEN OR MISSING
6967548,14547723,10/25/2017,APARTMENT,ENTIRE APARTMENT,NON EMERGENCY,UNSANITARY CONDITION,PESTS,MICE
6967554,14547735,3/8/2017,BUILDING,BUILDING-WIDE,EMERGENCY,HEAT/HOT WATER,ENTIRE BUILDING,NO HOT WATER
6967561,14547750,2/25/2018,APARTMENT,ENTIRE APARTMENT,EMERGENCY,UNSANITARY CONDITION,MOLD,N/A
6967561,14547751,4/20/2018,APARTMENT,ENTIRE APARTMENT,NON EMERGENCY,UNSANITARY CONDITION,PESTS,FLIES
6967569,14547787,6/20/2018,APARTMENT,BATHROOM,EMERGENCY,UNSANITARY CONDITION,MOLD,N/A
6967569,14547788,9/23/2017,APARTMENT,LIVING ROOM,NON EMERGENCY,ELECTRIC,OUTLET/SWITCH,OUTLET SEALED OR DEFECTIVE
6967569,14547789,8/26/2017,APARTMENT,ENTIRE APARTMENT,NON EMERGENCY,PAINT/PLASTER,WALL,DIRTY OR UNSANITARY
6967604,14547949,11/5/2018,BUILDING,BUILDING-WIDE,IMMEDIATE EMERGENCY,PLUMBING,WATER SUPPLY,NO WATER
6967609,14547958,1/24/2017,BUILDING,BUILDING-WIDE,NON EMERGENCY,GENERAL,JANITOR/SUPER,NO JANITOR AVAILABLE
6967615,14547994,10/2/2017,APARTMENT,BATHROOM,IMMEDIATE EMERGENCY,PAINT/PLASTER,CEILING,COLLAPSING OR FALLING
6967615,14547995,4/19/2018,APARTMENT,PRIVATE HALL,NON EMERGENCY,FLOORING/STAIRS,FLOOR,BROKEN OR DEFECTIVE
6967615,14547996,9/13/2018,APARTMENT,KITCHEN,NON EMERGENCY,WATER LEAK,SLOW LEAK,AT WALL OR CEILING
6967615,14547997,2/22/2018,APARTMENT,LIVING ROOM,NON EMERGENCY,DOOR/WINDOW,WINDOW FRAME,WINDOW STUCK CLOSED OR OPEN
6967615,14547998,7/26/2017,APARTMENT,BEDROOM,NON EMERGENCY,DOOR/WINDOW,WINDOW FRAME,WINDOW STUCK CLOSED OR OPEN
6967615,14547999,3/5/2017,APARTMENT,KITCHEN,EMERGENCY,PAINT/PLASTER,CEILING,HOLE OR CRACKED
6967615,14548000,2/15/2017,APARTMENT,BATHROOM,EMERGENCY,WATER LEAK,HEAVY FLOW,AT WALL OR CEILING
6967615,14548002,3/13/2018,APARTMENT,BATHROOM,EMERGENCY,UNSANITARY CONDITION,MOLD,N/A
6967650,14548173,8/20/2017,APARTMENT,BATHROOM,EMERGENCY,PLUMBING,BATHTUB/SHOWER,BROKEN OR MISSING
6967650,14548174,7/30/2018,APARTMENT,BATHROOM,EMERGENCY,HEAT/HOT WATER,APARTMENT ONLY,NO HOT WATER
6967655,14548186,1/1/2017,PUBLIC AREA,YARD,NON EMERGENCY,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,ACCUMULATION
6967655,14548187,6/13/2017,PUBLIC AREA,OTHER ROOM/AREA,NON EMERGENCY,UNSANITARY CONDITION,PESTS,ROACHES
6967655,14548188,10/15/2017,PUBLIC AREA,OTHER ROOM/AREA,NON EMERGENCY,UNSANITARY CONDITION,PESTS,MICE
6967655,14548189,8/20/2017,PUBLIC AREA,OTHER ROOM/AREA,NON EMERGENCY,UNSANITARY CONDITION,PESTS,FLIES
6967655,14548190,11/13/2018,PUBLIC AREA,LAUNDRY ROOM,NON EMERGENCY,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,ACCUMULATION
6967655,14548191,8/29/2018,PUBLIC AREA,GARAGE,NON EMERGENCY,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,ACCUMULATION
6967658,14548194,3/28/2017,APARTMENT,ENTIRE APARTMENT,EMERGENCY,PLUMBING,WATER SUPPLY,NO HOT WATER
6967658,14548195,5/12/2018,APARTMENT,KITCHEN,NON EMERGENCY,PLUMBING,WATER SUPPLY,LOW WATER PRESSURE
6967658,14548196,4/21/2018,APARTMENT,BATHROOM,NON EMERGENCY,PLUMBING,WATER SUPPLY,LOW WATER PRESSURE
6967658,14548197,3/15/2017,APARTMENT,ENTIRE APARTMENT,EMERGENCY,PLUMBING,WATER SUPPLY,NO WATER
6967663,14548203,8/7/2018,APARTMENT,ENTIRE APARTMENT,EMERGENCY,UNSANITARY CONDITION,PESTS,BED BUGS
6967677,14548228,11/19/2017,APARTMENT,ENTIRE APARTMENT,EMERGENCY,UNSANITARY CONDITION,PESTS,BED BUGS
6967684,14548243,2/22/2017,APARTMENT,ENTIRE APARTMENT,EMERGENCY,FLOORING/STAIRS,FLOOR,HOLE IN WALKING AREA
6967684,14548244,8/29/2018,APARTMENT,ENTIRE APARTMENT,NON EMERGENCY,UNSANITARY CONDITION,PESTS,ROACHES
6967684,14548245,2/1/2018,APARTMENT,ENTIRE APARTMENT,NON EMERGENCY,PAINT/PLASTER,WALL,CHIPPED/PEELING/FLAKING
6967684,14548246,10/21/2018,APARTMENT,ENTIRE APARTMENT,NON EMERGENCY,FLOORING/STAIRS,FLOOR,HOLE IN NON-WALKING AREA
6967684,14548247,10/9/2018,APARTMENT,ENTIRE APARTMENT,NON EMERGENCY,PAINT/PLASTER,WALL,BULGING/HOLE/CRACKED
6967684,14548248,2/10/2017,APARTMENT,BATHROOM,NON EMERGENCY,WATER LEAK,SLOW LEAK,AT WALL OR CEILING
6967693,14548266,4/23/2017,APARTMENT,ENTIRE APARTMENT,IMMEDIATE EMERGENCY,HEAT/HOT WATER,APARTMENT ONLY,HEAT ON IN SUMMER
6967699,14548278,1/23/2018,APARTMENT,ENTIRE APARTMENT,EMERGENCY,HEAT/HOT WATER,ENTIRE BUILDING,NO HOT WATER
6967702,14548288,2/10/2017,APARTMENT,BEDROOM,EMERGENCY,WATER LEAK,HEAVY FLOW,AT WALL OR CEILING
6967702,14548289,7/10/2017,APARTMENT,BEDROOM,NON EMERGENCY,PAINT/PLASTER,WALL,CHIPPED/PEELING/FLAKING
6967702,14548290,8/20/2017,APARTMENT,ENTIRE APARTMENT,NON EMERGENCY,UNSANITARY CONDITION,PESTS,MICE
6967704,14548295,5/16/2017,APARTMENT,BATHROOM,NON EMERGENCY,PLUMBING,BATHTUB/SHOWER,FAUCET BROKEN/MISSING/LEAKING
6967704,14548296,11/29/2018,APARTMENT,KITCHEN,NON EMERGENCY,WATER LEAK,SLOW LEAK,AT WALL OR CEILING
6967704,14548297,8/28/2017,APARTMENT,KITCHEN,NON EMERGENCY,FLOORING/STAIRS,FLOOR,BROKEN OR DEFECTIVE
6967711,14548316,1/27/2017,APARTMENT,ENTIRE APARTMENT,EMERGENCY,UNSANITARY CONDITION,PESTS,BED BUGS
6967745,14548426,4/5/2017,APARTMENT,ENTIRE APARTMENT,NON EMERGENCY,UNSANITARY CONDITION,PESTS,MICE
6967745,14548427,12/20/2018,APARTMENT,BATHROOM,NON EMERGENCY,DOOR/WINDOW,WINDOW FRAME,WINDOW STUCK CLOSED OR OPEN
6967745,14548428,4/30/2017,APARTMENT,ENTIRE APARTMENT,NON EMERGENCY,UNSANITARY CONDITION,PESTS,OTHER
6967755,14548462,7/31/2017,APARTMENT,ENTIRE APARTMENT,EMERGENCY,UNSANITARY CONDITION,PESTS,BED BUGS
6967760,14548470,6/5/2017,APARTMENT,KITCHEN,EMERGENCY,PLUMBING,WATER SUPPLY,NO WATER
6967760,14548471,2/24/2017,APARTMENT,KITCHEN,EMERGENCY,PLUMBING,BASIN/SINK,BASIN BROKEN/LEAKING
6967761,14548475,10/25/2018,APARTMENT,KITCHEN,NON EMERGENCY,GENERAL,CABINET,DAMAGED OR MISSING
6967761,14548477,6/4/2018,APARTMENT,ENTIRE APARTMENT,NON EMERGENCY,PAINT/PLASTER,CEILING,CHIPPED/PEELING/FLAKING
6967768,14548507,2/16/2017,APARTMENT,ENTIRE APARTMENT,EMERGENCY,UNSANITARY CONDITION,PESTS,BED BUGS
